NCES ID,State,School District (Portal Name),acfrs_original_name,Year,Net Pension Liability,Net Pension Asset,NPL less NPA,States Proportionate Share of Net Pension liability,Overall Liability (Asset) Associated with District Staff,Comments,Employer name in GASB 68/ACFR,
3904704,OH,Archbold Area Local School District,Archbold Area Local School District,2020,"14,908,877",,"14,908,877",,"14,908,877",,,
4808610,TX,Archer City Independent School District,Archer City Independent School District,2020,"1,137,827",,"1,137,827","2,932,500","4,070,327",,,
802190,CO,Archuleta School District 50 Jt,Archuleta School District 50 Jt,2020,"23,951,667",,"23,951,667","3,037,964","26,989,631",,,
603060,CA,Arcohe Union Elementary School District,Arcohe Union Elementary School District,2020,"4,863,579",,"4,863,579","1,849,915","6,713,494",,,
4003180,OK,Ardmore School District I-19,Ardmore School District I-19,2020,,,0,,0,,,
1704020,IL,Argo Community High School District 217,Argo Community High School District 217,2020,"2,833,262",,"2,833,262","129,295,112","132,128,374",,,
4808670,TX,Argyle Independent School District,Argyle Independent School District,2020,"7,879,539",,"7,879,539","13,997,799","21,877,338",,,
502430,AR,Arkadelphia School District No.1,Arkadelphia School District No.1,2020,"15,841,352",,"15,841,352",,"15,841,352",,,
4003210,OK,Arkoma School District,Arkoma School District,2020,,,0,,0,,,
4700152,TN,Arlington Community School System,Arlington Community Schools,2020,,,0,,0,,,
3603270,NY,Arlington Central School District,Arlington Central School District,2020,"16,272,871","12,105,728","4,167,143",,"4,167,143",,,
1704140,IL,Arlington Heights School District 25,Arlington Heights School District 25,2020,"8,008,264",,"8,008,264","288,712,211","296,720,475",,,
4808700,TX,Arlington Independent School District,Arlington Independent School District,2020,"202,083,399",,"202,083,399","276,296,260","478,379,659",,,
5300240,WA,Arlington School District No. 16,Arlington School District No. 16,2020,"25,663,121",,"25,663,121",,"25,663,121",,,
2603240,MI,Armada Area Schools,Armada Area Schools,2020,"34,784,975",,"34,784,975",,"34,784,975",,,
603180,CA,Armona Union Elementary School District,Armona Union Elementary School District,2020,"12,967,687",,"12,967,687","4,518,256","17,485,943",,,
502550,AR,Armorel School District No. 9,Armorel School District No. 9,2020,"3,974,393",,"3,974,393",,"3,974,393",,,
4202590,PA,Armstrong School District,Armstrong School District,2020,"135,061,000",,"135,061,000",,"135,061,000",,,
4003240,OK,Arnett Independent School District No. 3,Arnett Independent School District No. 3,2020,,,0,,0,,,
3100073,NE,Arnold School District No. 89,Arnold School District No. 89,2020,"838,160",,"838,160",,"838,160",,,
4101500,OR,Arock School District No. 81,Arock School District No. 81,2020,,,0,,0,,,
691136,CA,Aromas-San Juan Unified School District,Aromas-San Juan Unified School District,2020,"12,230,578",,"12,230,578","3,938,959","16,169,537",,,
4808730,TX,Arp Independent School District,Arp Independent School District,2020,"2,553,471",,"2,553,471","4,725,096","7,278,567",,,
3500120,NM,Artesia Public Schools,Artesia Public Schools,2020,"56,172,059",,"56,172,059",,"56,172,059",,,
3103210,NE,Arthur School District No. 500,Arthur School District No. 500,2020,"658,945",,"658,945",,"658,945",,,
1704260,IL,Arthur Community Unit School District 305,Arthur Community Unit School District 305,2020,,,0,,0,,,
603270,CA,Arvin Union School District,Arvin Union School District,2020,"37,787,780",,"37,787,780","14,235,496","52,023,276",,,
3400930,NJ,City of Asbury Park Board of Education,City Of Asbury Park Board Of Education,2020,"21,078,525",,"21,078,525","143,683,673","164,762,198",,,
2200090,LA,Ascension Parish School Board,Ascension Parish School Board,2020,"255,352,327",,"255,352,327",,"255,352,327",,,
502580,AR,Ashdown School District No. 31,Ashdown School District No. 31,2020,"10,674,555",,"10,674,555",,"10,674,555",,,
3700210,NC,Ashe County Board of Education,Ashe County Board Of Education,2020,"12,986,687",,"12,986,687",,"12,986,687",,,
3700240,NC,Asheboro City Board of Education,Asheboro City Board Of Education,2020,"19,673,374",,"19,673,374",,"19,673,374",,,
4003300,OK,Asher Public Schools I-112,Asher Public Schools I-112,2020,,,0,,0,,,
3700270,NC,Asheville City Schools,Asheville City Schools,2020,"25,831,347",,"25,831,347",,"25,831,347",,,
3904350,OH,Ashland City School District,Ashland City School District,2020,"35,434,953",,"35,434,953",,"35,434,953",,,
2100150,KY,Ashland Independent School District,Ashland Independent School District,2020,"13,976,103",,"13,976,103","62,340,032","76,316,135",,,
5500510,WI,Ashland School District,Ashland School District,2020,"66,329","2,602,790","-2,536,461",,"-2,536,461",,,
3100034,NE,Ashland-Greenwood Public Schools District No. 1,Ashland-Greenwood Public Schools District No. 1,2020,,,0,,0,,,
2603480,MI,Ashley Community Schools,Ashley Community Schools,2020,"4,605,468",,"4,605,468",,"4,605,468",,,
3904351,OH,Ashtabula Area City School District,Ashtabula Area City School District,2020,"39,972,163",,"39,972,163",,"39,972,163",,,
5500540,WI,Ashwaubenon School District,Ashwaubenon School District,2020,"4,007,552","4,111,297","-103,745",,"-103,745",,,
5300280,WA,Asotin-Anatone School District No 420,Asotin-Anatone School District No 420,2020,"2,012,574",,"2,012,574",,"2,012,574",,,
4800006,TX,Aspermont Independent School District,Aspermont Independent School District,2020,"490,229",,"490,229","1,211,970","1,702,199",,,
2200120,LA,Assumption Parish School Board,Assumption Parish School Board,2020,"36,388,626",,"36,388,626",,"36,388,626",,,
603300,CA,Atascadero Unified School District,Atascadero Unified School District,2020,"54,619,189",,"54,619,189","18,922,949","73,542,138",,,
4202670,PA,Athens Area School District,Athens Area School District,2020,"53,764,000",,"53,764,000",,"53,764,000",,,
100120,AL,Athens City Board of Education,Athens City Board Of Education,2020,"35,837,000",,"35,837,000",,"35,837,000",,,
3904352,OH,Athens City School District,Athens City School District,2020,"36,711,665",,"36,711,665",,"36,711,665",,,
4808870,TX,Athens Independent School District,Athens Independent School District,2020,"7,458,698",,"7,458,698","12,987,981","20,446,679",,,
2603540,MI,Atherton Community Schools,Atherton Community Schools,2020,"15,284,557",,"15,284,557",,"15,284,557",,,
502610,AR,Atkins School District No. 18,Atkins School District No. 18,2020,"7,591,797",,"7,591,797",,"7,591,797",,,
1300090,GA,Atkinson County Board of Education,Atkinson County Board Of Education,2020,"15,833,604",,"15,833,604","113,749","15,947,353",,,
2603570,MI,Atlanta Community Schools,Atlanta Community Schools,2020,"4,391,753",,"4,391,753",,"4,391,753",,,
4808880,TX,Atlanta Independent School District,Atlanta Independent School District,2020,"5,675,070",,"5,675,070","7,815,020","13,490,090",,,
1300120,GA,School District Atlanta Public Schools,School District Atlanta Public Schools,2020,"926,762,156",,"926,762,156","1,346,069","928,108,225",,,
1903930,IA,Atlantic Community School District,Atlantic Community School District,2020,"8,511,501",,"8,511,501",,"8,511,501",,,
4003360,OK,Atoka Independent School District No.I-15,Atoka Independent School District No.I-15,2020,,,0,,0,,,
2800510,MS,Attala County School District,Attala County School District,2020,"18,475,794",,"18,475,794",,"18,475,794",,,
100180,AL,Attalla City Board of Education,Attalla City Board Of Education,2020,"14,785,000",,"14,785,000",,"14,785,000",,,
3603420,NY,Attica Central School District,Attica Central School District,2020,"2,072,112","1,547,496","524,616",,"524,616",,,
603420,CA,Atwater Elementary School District,Atwater Elementary School District,2020,"55,411,258",,"55,411,258","21,647,670","77,058,928",,,
2603600,MI,Au Gres-Sims School District,Au Gres-Sims School District,2020,"7,256,882",,"7,256,882",,"7,256,882",,,
4808910,TX,Aubrey Independent School District,Aubrey Independent School District,2020,"5,775,409",,"5,775,409","9,278,057","15,053,466",,,
100210,AL,Auburn City Board of Education,Auburn City Board Of Education,2020,"74,734,000",,"74,734,000",,"74,734,000",,,
3603480,NY,Auburn Enlarged City School District,Auburn Enlarged City School District,2020,"5,198,202","4,218,075","980,127",,"980,127",,,
5300300,WA,Auburn School District No. 408,Auburn School District No. 408,2020,"80,588,843",,"80,588,843",,"80,588,843",,,
603480,CA,Auburn Union School District,Auburn Union School District,2020,"21,761,000",,"21,761,000","7,772,000","29,533,000",,,
2003200,KS,Auburn-Washburn Unified School District No. 437,Auburn-Washburn Unified School District No. 437,2020,"53,275,481",,"53,275,481",,"53,275,481",,,
1903960,IA,Audubon Community School District,Audubon Community School District,2020,"2,967,568",,"2,967,568",,"2,967,568",,,
3401050,NJ,Audubon School District,Audubon School District,2020,"5,178,909",,"5,178,909","64,674,065","69,852,974",,,
2003630,KS,Augusta Unified School District No. 402,Augusta Unified School District No. 402,2020,"15,007,170",,"15,007,170",,"15,007,170",,,
502670,AR,Augusta School District No. 10,Augusta School District No. 10,2020,"4,173,778",,"4,173,778",,"4,173,778",,,
3904917,OH,Aurora City School District,Aurora City School District,2020,"45,203,049",,"45,203,049",,"45,203,049",,,
1704680,IL,Aurora East School District 131,Aurora East School District 131,2020,"13,841,089",,"13,841,089","507,761,310","521,602,399",,,
3103360,NE,Aurora School District No. 504,Aurora School District No. 504,2020,"4,755,773",,"4,755,773",,"4,755,773",,,
2904020,MO,Aurora R-VIII School District,Aurora R-Viii School District,2020,,,0,,0,,,
3616170,NY,Ausable Valley Central School District,Ausable Valley Central School District,2020,"2,809,269","1,539,245","1,270,024",,"1,270,024",,,
4808940,TX,Austin Independent School District,Austin Independent School District,2020,"118,517,031",,"118,517,031","421,055,152","539,572,183",,,
2703450,MN,Austin Public Schools,Austin Public Schools,2020,"40,937,072",,"40,937,072","3,120,009","44,057,081",,,
3904829,OH,Austintown Local School District,Austintown Local School District,2020,"48,349,260",,"48,349,260",,"48,349,260",,,
4809000,TX,Austwell-Tivoli Independent School District,Austwell-Tivoli Independent School District,2020,"405,737",,"405,737","936,176","1,341,913",,,
100240,AL,Autauga County Board of Education,Autauga County Board Of Education,2020,"68,729,000",,"68,729,000",,"68,729,000",,,
2603660,MI,Autrain-Onota Public Schools,Autrain-Onota Public Schools,2020,"1,741,478",,"1,741,478",,"1,741,478",,,
2904050,MO,Ava R-I School District,Ava R-I School District,2020,,,0,,0,,,
4809030,TX,Avalon Independent School District,Avalon Independent School District,2020,"995,294",,"995,294","2,103,725","3,099,019",,,
3600016,NY,Averill Park Central School District,Averill Park Central School District,2020,"5,943,213","3,399,661","2,543,552",,"2,543,552",,,
3700300,NC,Avery County Board of Education,Avery County Board Of Education,2020,"9,476,435",,"9,476,435",,"9,476,435",,,
4809060,TX,Avery Independent School District,Avery Independent School District,2020,"935,961",,"935,961","1,945,564","2,881,525",,,
4809090,TX,Avinger Independent School District,Avinger Independent School District,2020,"462,129",,"462,129","776,965","1,239,094",,,
4202790,PA,Avon Grove School District,Avon Grove School District,2020,"111,109,000",,"111,109,000",,"111,109,000",,,
3904812,OH,Avon Lake City School District,Avon Lake City School District,2020,"48,292,620",,"48,292,620",,"48,292,620",,,
3904811,OH,Avon Local School District,Avon Local School District,2020,"46,129,845",,"46,129,845",,"46,129,845",,,
400960,AZ,Avondale Elementary School District No. 44,Avondale Elementary School District No. 44,2020,"39,074,239",,"39,074,239",,"39,074,239",,,
2603690,MI,Avondale School District,Avondale School District,2020,"75,745,440",,"75,745,440",,"75,745,440",,,
2200150,LA,Avoyelles Parish School Board,Avoyelles Parish School Board,2020,"43,259,057",,"43,259,057",,"43,259,057",,,
3103420,NE,Axtell Community Schools,Axtell Community Schools,2020,"1,092,526",,"1,092,526",,"1,092,526",,,
4809150,TX,Axtell Independent School District,Axtell Independent School District,2020,"2,523,293",,"2,523,293","5,132,205","7,655,498",,,
2500542,MA,Ayer Shirley Regional School District,Ayer Shirley Regional School District,2020,"4,713,693",,"4,713,693","39,901,000","44,614,693",,,
3904670,OH,Ayersville Local School District,Ayersville Local School District,2020,"9,861,332",,"9,861,332",,"9,861,332",,,
4809200,TX,Azle Independent School District,Azle Independent School District,2020,"18,379,160",,"18,379,160","27,388,996","45,768,156",,,
603600,CA,Azusa Unified School District,Azusa Unified School District,2020,"115,947,883",,"115,947,883","45,426,468","161,374,351",,,
1300150,GA,Bacon County Board of Education,Bacon County Board Of Education,2020,"20,823,396",,"20,823,396","221,032","21,044,428",,,
2600017,MI,Bad Axe Public Schools,Bad Axe Public Schools,2020,"19,873,043",,"19,873,043",,"19,873,043",,,
5300330,WA,Bainbridge Island School District No. 303,Bainbridge Island School District No. 303,2020,"19,235,066",,"19,235,066",,"19,235,066",,,
3603810,NY,Bainbridge-Guilford Central School District,Bainbridge-Guilford Central School District,2020,"1,750,046","904,164","845,882",,"845,882",,,
4809280,TX,Baird Independent School District,Baird Independent School District,2020,"827,810",,"827,810","1,983,665","2,811,475",,,
1200060,FL,Baker County District School Board,Baker County District School Board,2020,"27,933,033",,"27,933,033",,"27,933,033",,,
1300180,GA,School District Baker County,School District Baker County,2020,"4,187,222",,"4,187,222","52,492","4,239,714",,,
4101710,OR,Baker School District 5J,Baker School District 5J,2020,"15,353,624",,"15,353,624",,"15,353,624",,,
603610,CA,Baker Valley Unified School District,Baker Valley Unified School District,2020,"2,347,694",,"2,347,694","468,645","2,816,339",,,
603630,CA,Bakersfield City School District,Bakersfield City School District,2020,"386,111,108",,"386,111,108","135,572,939","521,684,047",,,
2904140,MO,Bakersfield R-IV School District,Bakersfield R-Iv School District,2020,"3,153,241",,"3,153,241",,"3,153,241",,,
4202910,PA,Bald Eagle Area School District,Bald Eagle Area School District,2020,"39,578,000",,"39,578,000",,"39,578,000",,,
502700,AR,Bald Knob School District,Bald Knob School District,2020,"9,138,154",,"9,138,154",,"9,138,154",,,
2603810,MI,Baldwin Community Schools,Baldwin Community Schools,2020,"12,176,736",,"12,176,736",,"12,176,736",,,
100270,AL,Baldwin County Board of Education,Baldwin County Board Of Education,2020,"271,371,000",,"271,371,000",,"271,371,000",,,
603690,CA,Baldwin Park Unified School District,Baldwin Park Unified School District,2020,"209,420,223",,"209,420,223","70,253,449","279,673,672",,,
3603840,NY,Baldwin Union Free School District,Baldwin Union Free School District,2020,"9,811,058","8,537,814","1,273,244",,"1,273,244",,,
4202970,PA,Baldwin-Whitehall School District,Baldwin-Whitehall School District,2020,"100,208,000",,"100,208,000",,"100,208,000",,,
3603870,NY,Baldwinsville Central School District,Baldwinsville Central School District,2020,"10,717,608","6,577,113","4,140,495",,"4,140,495",,,
4003510,OK,Balko Independent School District No. 75,Balko Independent School District No. 75,2020,,,0,,0,,,
1704920,IL,Ball Chatham Community Unit School District #5,Ball Chatham Community Unit School District #5,2020,"3,370,226",,"3,370,226","146,240,871","149,611,097",,,
1904200,IA,Ballard Community School District,Ballard Community School District,2020,"8,396,221",,"8,396,221",,"8,396,221",,,
2100210,KY,Ballard County School District,Ballard County School District,2020,"4,955,765",,"4,955,765","20,320,026","25,275,791",,,
603720,CA,Ballard Elementary School District,Ballard Elementary School District,2020,"1,984,796",,"1,984,796","1,527,933","3,512,729",,,
4809300,TX,Ballinger Independent School District,Ballinger Independent School District,2020,"2,816,631",,"2,816,631","5,210,300","8,026,931",,,
3603930,NY,Ballston Spa Central School District,Ballston Spa Central School District,2020,"8,060,363","5,611,941","2,448,422",,"2,448,422",,,
4809330,TX,Balmorhea Independent School District,Balmorhea Independent School District,2020,"833,528",,"833,528","1,305,482","2,139,010",,,
